['生活方式套房 (Lifestyle Suite)', '雷根套房 (Legian Suite)', '豪华套房 (Luxe Suite)']|l-hotel-seminyak,,,,,,
[]|bal-harbour-quarzo-hotel,,,,,,,,
[]|bethesda-marriott-suites,,,,,,,,
[]|springhill-suites,,,,,,,,
[]|residence-inn-downtown,,,,,,,,
[]|cambria-hotel-suites,,,,,,,,
[]|residence-inn-boston/andover,,,,,,,,
[]|sonesta-es-suites-boston,,,,,,,,
[]|quality-inn,,,,,,,,
[]|sonesta-es-suites-south-brunswick-princeton,,,,,,,,
[]|sonesta-es-suites,,,,,,,,
[]|days-inn-east-windsor,,,,,,,,
[]|residence-inn-capital-beltway,,,,,,,,
[]|comfort-suites,,,,,,,,
[]|ramada-inn-/-napa-valley-area,,,,,,,,
[]|cambria-hotel-suites-downtown,,,,,,,,
[]|days-inn-quantico,,,,,,,,
[]|comfort-suites-near-potomac-mills,,,,,,,,
[]|springhill-suites,,,,,,,,
[]|springhill-suites-southwest,,,,,,,,
[]|springhill-suites-orlando-north/sanford,,,,,,,,
[]|red-lion-inn-and-suites,,,,,,,,
[]|travelodge-ocean-front,,,,,,,,
[]|embassy-suites-san-francisco-airport-south-san-francisco,,,,,,,,
[]|aka-white-house,,,,,,,,
[]|the-district-by-hilton-club,,,,,,,,
[]|embassy-suites-by-hilton,,,,,,,,
[]|homewood-suites-by-hilton-downtown,,,,,,,,
[]|comfort-suites,,,,,,,,
[]|super-8,,,,,,,,
[]|maritim-konferenzhotel,,,,,,,,
[]|kiroro-resort,,,,,,,,
[]|kylin-mountain-villajeju,,,,,,,,
[]|jeju-cuny-pension,,,,,,,,
[]|pureunbada-pension-jeju,,,,,,,,
[]|sanbangsan-morning-pension,,,,,,,,
[]|bagumji-pension,,,,,,,,
[]|muang-thong-home-for-rent,,,,,,,,
[]|ktk-regent-suite,,,,,,,,
[]|the-monaco-residence,,,,,,,,
[]|the-paradise-residence-condo-1,,,,,,,,
[]|vattui-beach-villa-jomtien,,,,,,,,
[]|sea-two-pool-villa-resort,,,,,,,,
[]|the-ville-jomtien-pool-villa-resort,,,,,,,,
[]|the-a-a-residence,,,,,,,,
[]|long-beach-pavilion,,,,,,,,
[]|unique-paradise-resort,,,,,,,,
[]|arabella-villas,,,,,,,,
[]|tortuga-villas,,,,,,,,
[]|baan-chai-nam,,,,,,,,
[]|weekend-villa-dharawadi-exclusive-private-pool-villa,,,,,,,,
[]|the-monttra,,,,,,,,
[]|vip-villas-green-residence-jomtien-beach,,,,,,,,
[]|naklua-pool-villa-by-sunny-rentals,,,,,,,,
[]|vip-villas-tropicana-jomtien-beach,,,,,,,,
[]|grand-siam-villa,,,,,,,,
[]|bueng-bua-thong-resort,,,,,,,,
[]|pattaya-villa,,,,,,,,
[]|the-ville-pool-villa-jomtien,,,,,,,,
[]|grand-condo-orchid-pool-villa,,,,,,,,
[]|grand-condo-lotus-pool-villa,,,,,,,,
[]|at-home-resort,,,,,,,,
[]|sweet-villa,,,,,,,,
[]|cartoon-network-paradise-villa,,,,,,,,
[]|nowhere-villa,,,,,,,,
[]|long-beach-luxury-villas,,,,,,,,
[]|debonair-grand-villa,,,,,,,,
[]|cetus-beachfront-panorama-seaview,,,,,,,,
[]|club-apartments,,,,,,,,
[]|hide-land-the-luxurious-tropical-villa,,,,,,,,
[]|seaview-homes,,,,,,,,
[]|rammantra-bangsaray,,,,,,,,
[]|dream-villas-by-walking-street,,,,,,,,
[]|momo-cosy-villa-3-bedroom-near-walking-street,,,,,,,,
[]|trend-apartment-suite,,,,,,,,
[]|beverly-hills,,,,,,,,
[]|grand-condo-jasmine-pool-villa,,,,,,,,
[]|house-by-the-sea,,,,,,,,
[]|khun-mai-villa,,,,,,,,
[]|chonsky-homestay,,,,,,,,
[]|chill-pool-villa,,,,,,,,
[]|jk-marine-sea-and-fishing,,,,,,,,
[]|adare-pool-villas-1,,,,,,,,
[]|baan-cha-lier-sook-bangsaray,,,,,,,,
[]|thaillywood-palace,,,,,,,,
[]|cocka2-bar,,,,,,,,
[]|condo-atlantis-by-chutiyaorn,,,,,,,,
[]|the-three-elephants,,,,,,,,
[]|best-villa-with-jacuzzi-and-pool-in,,,,,,,,
[]|varee-paradise-villa,,,,,,,,
[]|vip-villas-pool-villa-phratamnak,,,,,,,,
[]|3br-pool-bbq-holiday-cottage-thepprasit-by-grandisvillas,,,,,,,,
[]|villa-la-majestic,,,,,,,,
[]|bannrommai-sattahip,,,,,,,,
[]|baan-klang-dao-resort-(sattahip),,,,,,,,
[]|view-talay-5c,,,,,,,,
[]|bbg-seaside-luxurious-service-apartment,,,,,,,,
[]|j-town-serviced-apartments,,,,,,,,
[]|iyarintara-resort-chiang-mai,,,,,,,,
[]|veranda-high-residence,,,,,,,,
[]|jirung-health-village,,,,,,,,
[]|dhabkwan-resort-and-spa,,,,,,,,
[]|baan-fern-talay-cha-am,,,,,,,,
[]|sunvillas-hua-hin-blue-lagoon,,,,,,,,
[]|the-residence-hua-hin-pool-villa,,,,,,,,
[]|zea-za-village,,,,,,,,
[]|nattagan-resort,,,,,,,,
[]|cha-am-pool-villa,,,,,,,,
[]|teddy-bear-villa-hua-hin,,,,,,,,
[]|baan-powpool,,,,,,,,
[]|blue-sapphire,,,,,,,,
[]|baan-siriporn-resort,,,,,,,,
[]|aishwarya-exclusive-villas,,,,,,,,
[]|trinity-gardens,,,,,,,,
[]|kubu-alas-tunggal-villa,,,,,,,,
[]|villa-chunga-changa-kuta,,,,,,,,
[]|iberostar-grand-hotel-el-mirador-adults-only,,,,,,,,
[]|iberostar-grand-hotel-salome-adults-only,,,,,,,,
[]|zafiro-palace-alcudia,,,,,,,,
[]|santos-ibiza-suites,,,,,,,,
[]|bon-sol-prestige,,,,,,,,
[]|comfort-inn-suites,,,,,,,,
[]|fp-house-in-osaka-k,,,,,,,,
[]|ao-private-whole-house-j17,,,,,,,,
[]|the-green-terrace,,,,,,,,
[]|villabu-resort,,,,,,,,
[]|konpeki-the-villa-all-suite,,,,,,,,
[]|villa-hills-resort-okinawa,,,,,,,,
[]|panorama-ocean-view-cottage,,,,,,,,
[]|one-suite-hotel-and-resort-kouri-island,,,,,,,,
[]|mukaka-villa,,,,,,,,
[]|la-casita-kouri,,,,,,,,
[]|villa-nagomi,,,,,,,,
[]|bang-saray-pool-villa-by-pattaya-sunny-rentals,,,,,,,,
[]|pom-pom-island-resort-spa,,,,,,,,
[]|fanny-vacation-home,,,,,,,,
[]|koh-jum-beach-villas-krabi,,,,,,,,
[]|the-beach-boutique-resort,,,,,,,,
[]|coral-reef-inn-condo-suites,,,,,,,,
[]|plantation-hale-suites,,,,,,,,
[]|wyndham-bali-hai,,,,,,,,
[]|boracay-west-cove,,,,,,,,
[]|the-sitio-villas-suites,,,,,,,,
[]|monaco-suites-de,,,,,,,,
[]|mandala-spa-and-villas,,,,,,,,
[]|tanawin-resort-luxury-apartments,,,,,,,,
[]|zoe-mei-resort,,,,,,,,
[]|cohiba-villas-apartment,,,,,,,,
[]|gemtalk-suites,,,,,,,,
[]|boracay-amor-apartments,,,,,,,,
[]|super-8-stroudsburg,,,,,,,,
[]|best-western-premier-saratoga-resort-villas,,,,,,,,
[]|star-island-resort-and-club,,,,,,,,
[]|bahama-bay-resort-by-wyndham-vacation-rentals,,,,,,,,
[]|regal-oaks-a-clc-world-resort,,,,,,,,
[]|hotel-thesoom-forest,,,,,,,,
[]|alanta-villa-krabi,,,,,,,,
[]|baan-kantiang-see-villa-resort-krabi,,,,,,,,
[]|baan-laanta-resort-spa-krabi,,,,,,,,
[]|escape-cabins,,,,,,,,
[]|chalaroste-lanta-the-private-resort,,,,,,,,
[]|nuibay-sunset-villa-7,,,,,,,,
[]|seagull-villa-bungasaree,,,,,,,,
[]|the-other-side-villas,,,,,,,,
[]|sanggaou-seafood-restaurant-and-bungalows,,,,,,,,
[]|penn-sunset-villa-12,,,,,,,,
[]|ayres-hotel-fountain-valley/,,,,,,,,
[]|ayres-hotel,,,,,,,,
[]|marriott-s-newport-coast-villas,,,,,,,,
[]|best-western-plus-irvine-spectrum-hotel,,,,,,,,
[]|ayres-hotel-and-spa,,,,,,,,
[]|dolphin-s-cove-resort,,,,,,,,
[]|stanton-inn-suites,,,,,,,,
[]|great-wolf-lodge-southern-california,,,,,,,,
[]|puente-romano-beach-resort-spa,,,,,,,,
[]|sol-house-costa-del-sol-mixed-by-ibiza-rocks,,,,,,,,
[]|eurostars-golf-spa,,,,,,,,
[]|holiday-world-premium-resort,,,,,,,,
[]|apartamentos-stella-maris,,,,,,,,
[]|natural-village,,,,,,,,
[]|haadtien-beach-resort,,,,,,,,
[]|monkey-flower-villas,,,,,,,,
[]|pariya-resort-villas-haad-yuan,,,,,,,,
[]|kupu-kupu-phangan-beach-villas-spa-by-l’occitane,,,,,,,,
[]|summer-luxury-beach-resort,,,,,,,,
[]|villa-360-koh-phi-phi,,,,,,,,
[]|okinawa-the-uza-terrace-beach-club-villas,,,,,,,,
[]|clove-hall-boutique-guesthouse,,,,,,,,
[]|desa-pelangi-condo-penang,,,,,,,,
[]|chymes-hotel,,,,,,,,
[]|the-northam-all-suite-penang,,,,,,,,
[]|you-le-yuen,,,,,,,,
[]|atserene-boutique-villas-batu-ferringhi,,,,,,,,
[]|batu-ferringhi-shamrock-beach-villas--penang,,,,,,,,
[]|atserene-boutique-villa-11,,,,,,,,
[]|luxfort-118-service-suites-penang,,,,,,,,
[]|shamrock-beach-penang-villa-20,,,,,,,,
[]|shamrock-beach-villas-batu-ferringhi-penang,,,,,,,,
[]|rangoon-residence-penang,,,,,,,,
[]|penang-the-one-hilltop-sea-view-villa,,,,,,,,
[]|vouk-suites-mansion-one--penang,,,,,,,,
[]|homeaway-townhouse-1934-penang,,,,,,,,
[]|tropics-eight-suites-penang,,,,,,,,
[]|gayana-eco-resort,,,,,,,,
[]|bunga-raya-island-resort-spa,,,,,,,,
[]|borneo-beach-villas,,,,,,,,
[]|marina-travellers-suite-at-sky-karamunsing,,,,,,,,
[]|qq-boutique-service-apartment,,,,,,,,
[]|sabah-beach-villas-suites,,,,,,,,
[]|brasil-suites-boutique-hotel,,,,,,,,
[]|theoxenia-house-hotel,,,,,,,,
[]|blazer-suites-hotel,,,,,,,,
[]|andronis,,,,,,,,
[]|47-luxury-suites,,,,,,,,
[]|bed-in-the-treetops-b-b,,,,,,,,
[]|ramada-resort-kooralbyn-valley,,,,,,,,
[]|la-quinta-inn-suites-meadowlands,,,,,,,,
[]|la-quinta-inn-suites-deerfield,,,,,,,,
[]|best-western-plus-hotel-suites,,,,,,,,
[]|staybridge-suites-ft--lauderdale-plantation,,,,,,,,
[]|sheraton-suites--ft-lauderdale-west,,,,,,,,
[]|extended-stay-america-fort-lauderdale-plantation,,,,,,,,
[]|comfort-suites-weston,,,,,,,,
[]|extended-stay-america-fort-lauderdale-cypress-creek-andrews-ave-,,,,,,,,
[]|super-8,,,,,,,,
[]|quality-inn-suites-quantico,,,,,,,,
[]|washington-dulles-marriott-suites,,,,,,,,
[]|springhill-suites-reston,,,,,,,,
[]|springhill-suites,,,,,,,,
[]|hawthorn-suites-by-wyndham-allentown-fogelsville,,,,,,,,
[]|springhill-suites-chantilly,,,,,,,,
[]|comfort-suites-dulles-airport,,,,,,,,
[]|comfort-suites,,,,,,,,
[]|super-8-prince-frederick,,,,,,,,
[]|isla-baja-suites,,,,,,,,
[]|hotel-som-far,,,,,,,,
[]|aparthotel-galeon-suites,,,,,,,,
[]|hotel-spa-la-quinta-park-suites,,,,,,,,
[]|ac-hotel-victoria-suites,,,,,,,,
[]|urban-district-vintage-suites,,,,,,,,
[]|retrome,,,,,,,,
[]|ainb-born-dames-apartments,,,,,,,,
[]|ainb-las-ramblas-colon-apartments,,,,,,,,
[]|luxury-suites,,,,,,,,
[]|apartamentos-cruz,,,,,,,,
[]|hotel-las-aguilas,,,,,,,,
[]|apartamentos-masaru,,,,,,,,
[]|hotel-tropical,,,,,,,,
[]|hotel-diamante-suites,,,,,,,,
[]|sweet-hotel-masia-de-lacy,,,,,,,,
[]|villa-rothschild-kempinski,,,,,,,,
[]|novotel-suites-paris-issy-les-moulineaux,,,,,,,,
[]|novotel-suites-paris-rueil-malmaison,,,,,,,,
[]|novotel-suites-paris-stade-de-france,,,,,,,,
[]|all-suites-appart-hotel-choisy-le-roi,,,,,,,,
[]|hotel-suite-villa-maria,,,,,,,,
[]|royal-garden-villas,,,,,,,,
[]|days-inn,,,,,,,,
[]|super-8,,,,,,,,
